id,name,address,legal_form,registration_details,financial_data,administrators,shareholders,ubo,transactions,kyc_aml_checks
7258,Stuart-Bennett,"4856 Sharp Branch
Martinfort, FM 46781",S.r.l.,518-22-2858,"[{""year"": 2018, ""revenue"": 654265.15, ""profit"": 132960.47}, {""year"": 2023, ""revenue"": 633285.59, ""profit"": 20080.94}, {""year"": 2023, ""revenue"": 550543.71, ""profit"": 3882.52}, {""year"": 2020, ""revenue"": 763846.66, ""profit"": 218673.56}, {""year"": 2016, ""revenue"": 814908.5, ""profit"": 37059.17}]","[12, 22]","[98, 50, 44]",[512],"[17740, 8662]","[3689, 1479, 453]"
7259,Hernandez Group,"5876 Jonathan Parkways Apt. 801
South Alex, ME 44799",S.p.A.,113-25-9992,"[{""year"": 2017, ""revenue"": 457445.47, ""profit"": 105404.51}]","[71, 5, 67]","[9, 16, 41, 2, 13, 55, 83]","[744, 512, 243]",[1213],[10]
7260,"Miller, Ali and Martinez","6271 Richard Bridge
South Justinfurt, MS 11370",S.n.C.,469-93-4139,"[{""year"": 2015, ""revenue"": 657852.8, ""profit"": 479850.8}, {""year"": 2021, ""revenue"": 727047.34, ""profit"": 58311.65}, {""year"": 2020, ""revenue"": 751708.1, ""profit"": 411562.23}, {""year"": 2018, ""revenue"": 75652.73, ""profit"": 194686.94}]","[80, 44, 66]","[51, 59, 23, 29, 63]","[48, 522, 952]","[8848, 10574, 14405]",[1156]
7261,"Snyder, Rivas and Ingram","22698 Melissa River Apt. 888
Lake Billyton, OH 50636",S.p.A.,224-38-6295,"[{""year"": 2021, ""revenue"": 396416.43, ""profit"": 164518.47}, {""year"": 2018, ""revenue"": 898832.0, ""profit"": 234952.92}, {""year"": 2022, ""revenue"": 288910.84, ""profit"": 224818.24}]","[27, 8, 99]",[22],"[105, 245, 578]","[359, 16759, 10627, 11079]",[371]
7262,Jackson-Gibson,"07283 Arias Shores Suite 423
Ramirezfort, SD 94137",Cooperative,873-14-0035,"[{""year"": 2021, ""revenue"": 259173.53, ""profit"": 51065.84}, {""year"": 2020, ""revenue"": 219366.89, ""profit"": 449587.52}]",[8],"[47, 28, 62, 89, 63, 23, 4, 71, 96]","[268, 897]","[18818, 13343, 13654]","[2759, 2530]"
7263,Lewis-Wright,"3907 Alexander Mission
Williamschester, UT 60066",S.r.l. a socio unico,417-72-0977,"[{""year"": 2015, ""revenue"": 683013.85, ""profit"": 262715.61}, {""year"": 2019, ""revenue"": 879216.23, ""profit"": 311336.35}, {""year"": 2018, ""revenue"": 15910.19, ""profit"": 128329.53}, {""year"": 2016, ""revenue"": 981164.04, ""profit"": 308233.18}]",[77],[54],[968],"[10367, 1764, 13894, 6886]",[3814]
7264,Flynn Group,"787 Mejia Lock
Fletcherstad, WY 50288",S.r.l.,114-28-5554,"[{""year"": 2021, ""revenue"": 761277.07, ""profit"": 148826.35}, {""year"": 2023, ""revenue"": 793198.99, ""profit"": 370523.61}, {""year"": 2016, ""revenue"": 359974.19, ""profit"": 395471.43}]","[5, 31, 40]","[1, 52, 84]",[690],"[4966, 2355]",[1013]
7265,Fox-Roberts,"0764 Williams Fall
Clarkstad, MI 02316",S.r.l. a socio unico,573-23-3025,"[{""year"": 2017, ""revenue"": 915424.4, ""profit"": 144336.8}]","[83, 57, 97]","[55, 48]","[148, 120, 278]",[17200],[3449]
7266,Cooper Ltd,"824 Stevens Place Apt. 624
Port David, NE 34447",S.a.S.,473-01-4724,"[{""year"": 2020, ""revenue"": 266993.01, ""profit"": 384382.87}, {""year"": 2015, ""revenue"": 708489.37, ""profit"": 426104.14}, {""year"": 2017, ""revenue"": 389878.14, ""profit"": 2142.8}, {""year"": 2015, ""revenue"": 700275.17, ""profit"": 151303.06}, {""year"": 2022, ""revenue"": 550468.63, ""profit"": 123844.55}]",[59],"[95, 37, 60, 73, 84]",[319],"[4192, 4500, 17818, 3973]",[4845]
7267,Stark Ltd,"667 Bridget Oval Suite 754
South Garrettside, AR 29241",S.n.C.,128-51-2486,"[{""year"": 2018, ""revenue"": 98062.96, ""profit"": 46730.74}, {""year"": 2020, ""revenue"": 532313.5, ""profit"": 17891.61}, {""year"": 2019, ""revenue"": 938198.86, ""profit"": 342312.59}]",[11],"[73, 12, 80, 64, 67, 44]","[468, 886]","[5704, 9625]","[4928, 1265]"
7268,Vega-Wu,"661 Jennifer Canyon Apt. 611
Douglasfort, SC 26396",Onlus,658-08-6994,"[{""year"": 2023, ""revenue"": 685709.06, ""profit"": 280930.02}, {""year"": 2021, ""revenue"": 968222.27, ""profit"": 29161.94}]","[86, 9]","[41, 61, 67, 53]",[558],"[9570, 3726, 1471, 18858, 12634]",[2447]
7269,Shepherd-Hawkins,"35852 Anderson Union Suite 676
Richardstad, FL 32626",S.p.A.,899-49-9589,"[{""year"": 2016, ""revenue"": 964577.49, ""profit"": 406575.43}, {""year"": 2022, ""revenue"": 965723.43, ""profit"": 236953.26}]",[68],"[15, 7, 31, 48, 69, 74]",[251],"[6192, 10189, 5142, 18405]",[3335]
7270,Sullivan Inc,"912 Elliott Crossroad
South Jason, ME 75601",Onlus,606-60-7324,"[{""year"": 2016, ""revenue"": 298364.31, ""profit"": 22128.45}]",[70],"[42, 12, 45, 2]",[508],"[18704, 16136, 10030]","[1629, 4218]"
7271,"Potter, Lloyd and Schroeder","3861 Carpenter Ferry
Gonzalesmouth, PW 79683",S.n.C.,060-46-6693,"[{""year"": 2018, ""revenue"": 999844.53, ""profit"": 455099.06}, {""year"": 2015, ""revenue"": 720751.26, ""profit"": 487723.84}, {""year"": 2017, ""revenue"": 794947.69, ""profit"": 70114.9}]","[4, 10]","[80, 9, 74]",[551],"[13192, 8294, 4297, 14819, 18901]","[1543, 675, 3618]"
7272,Cruz-Lawrence,"8751 Hobbs Station
South Michelle, AR 49615",S.a.S.,731-21-6487,"[{""year"": 2016, ""revenue"": 840960.47, ""profit"": 368842.46}, {""year"": 2017, ""revenue"": 283526.5, ""profit"": 32246.05}, {""year"": 2015, ""revenue"": 785485.72, ""profit"": 140444.27}, {""year"": 2016, ""revenue"": 882623.98, ""profit"": 260184.93}]",[58],[95],[801],[6568],"[1167, 1223]"
7273,Olson-Davis,"420 Bowers Stravenue
Mcmillanmouth, RI 69589",Cooperative,717-73-3251,"[{""year"": 2020, ""revenue"": 939182.87, ""profit"": 384078.65}, {""year"": 2020, ""revenue"": 442603.25, ""profit"": 129428.29}, {""year"": 2018, ""revenue"": 751798.91, ""profit"": 492097.09}]",[56],"[24, 88, 30, 48, 62, 98, 14, 41, 21, 6]","[165, 294, 22]","[7189, 3619, 18932]","[2451, 4712, 3719]"
7274,"Rogers, Ballard and Blanchard","72821 Matthew Keys Suite 575
Davidhaven, WI 22141",S.a.S.,850-05-9155,"[{""year"": 2021, ""revenue"": 351690.66, ""profit"": 63456.4}, {""year"": 2017, ""revenue"": 294335.28, ""profit"": 269868.01}, {""year"": 2022, ""revenue"": 203607.88, ""profit"": 479319.78}, {""year"": 2017, ""revenue"": 480583.27, ""profit"": 476312.26}]","[85, 81]",[65],"[494, 721, 141]","[12678, 716, 19365, 13138]","[4212, 156, 2300]"
7275,Martinez-Knight,"4284 Marsh Union
Port Scott, WI 45809",Cooperative,367-43-3048,"[{""year"": 2017, ""revenue"": 859509.22, ""profit"": 404699.16}, {""year"": 2016, ""revenue"": 379150.12, ""profit"": 358666.87}, {""year"": 2019, ""revenue"": 235724.58, ""profit"": 45704.96}, {""year"": 2018, ""revenue"": 582607.05, ""profit"": 30746.26}, {""year"": 2021, ""revenue"": 860879.91, ""profit"": 231965.71}]","[45, 86, 76]","[16, 9, 98]","[755, 676]","[15804, 10482, 9118, 16918, 13881]",[3231]
7276,Johnson LLC,"0159 Kent Key
New Joshua, AS 86855",S.a.S.,654-98-2854,"[{""year"": 2022, ""revenue"": 583029.34, ""profit"": 177099.74}, {""year"": 2018, ""revenue"": 545469.49, ""profit"": 348420.29}, {""year"": 2017, ""revenue"": 861665.85, ""profit"": 340790.85}, {""year"": 2015, ""revenue"": 372364.2, ""profit"": 409756.17}]","[79, 70, 31]",[32],"[631, 262]","[10146, 19548, 8798, 1089, 2923]","[761, 4790]"
7277,"Hernandez, Garcia and Cline","651 Jordan Valleys Apt. 227
Austinshire, RI 31050",S.n.C.,123-41-4103,"[{""year"": 2021, ""revenue"": 524775.05, ""profit"": 70465.41}]",[58],"[5, 61, 3, 43, 76]",[340],"[7381, 17879, 17495, 15458, 4026]","[4342, 2027]"
7278,Weaver-Smith,"470 Anthony Street
New Mathew, WA 79853",S.a.S.,352-89-8457,"[{""year"": 2015, ""revenue"": 252572.29, ""profit"": 165233.31}]","[28, 43, 90]","[4, 82, 90, 54, 52]","[69, 677]","[9289, 18223]","[1650, 4705, 494]"
7279,"Ochoa, White and Pena","886 Joseph Valleys
Moralesfurt, TN 07066",S.p.A.,571-66-6077,"[{""year"": 2015, ""revenue"": 614173.41, ""profit"": 242890.58}, {""year"": 2020, ""revenue"": 319248.34, ""profit"": 246217.94}]","[78, 8]","[49, 47, 55, 16, 21, 98, 90]",[930],"[6782, 12809, 10965, 7837]","[838, 4069]"
7280,Conrad Group,"78569 David Mill Suite 880
Jamestown, CT 71304",S.a.S.,210-01-7339,"[{""year"": 2017, ""revenue"": 945082.03, ""profit"": 406855.12}, {""year"": 2022, ""revenue"": 775414.62, ""profit"": 334984.42}]","[48, 73, 10]","[95, 98, 8, 78, 6, 11]","[276, 110]","[4810, 17922, 10654, 18842]",[3641]
7281,"Kelly, Hoffman and Esparza","4549 Phillips Stravenue Suite 594
South Jilliantown, SD 11319",S.a.S.,340-86-4707,"[{""year"": 2020, ""revenue"": 815166.22, ""profit"": 274532.61}, {""year"": 2022, ""revenue"": 136885.8, ""profit"": 298826.72}, {""year"": 2023, ""revenue"": 389547.79, ""profit"": 58371.98}]","[6, 3]","[64, 83, 93, 32, 29, 13, 1, 22]","[642, 873, 407]","[6223, 3056]","[2893, 1689, 3739]"
7282,Taylor-Miller,"66198 Smith Avenue
Garciaside, PR 64777",S.n.C.,401-03-8998,"[{""year"": 2018, ""revenue"": 821108.05, ""profit"": 157394.47}, {""year"": 2016, ""revenue"": 356266.18, ""profit"": 66966.93}, {""year"": 2017, ""revenue"": 328935.12, ""profit"": 203355.1}, {""year"": 2020, ""revenue"": 547731.72, ""profit"": 485795.57}]","[75, 83]","[100, 27, 29, 14, 96, 54]","[20, 485]",[5235],"[189, 2837, 2598]"
7283,"Kelly, Rivas and Robinson","3040 Cody Coves
Juanchester, OK 15946",S.n.C.,342-29-0273,"[{""year"": 2018, ""revenue"": 588374.74, ""profit"": 294209.04}, {""year"": 2017, ""revenue"": 66030.36, ""profit"": 54118.84}, {""year"": 2015, ""revenue"": 798009.62, ""profit"": 15902.59}]","[30, 11]","[62, 53, 41, 12, 33, 55, 46, 18, 49, 22]","[840, 269, 137]","[4958, 14725]","[599, 1301]"
7284,Brooks-Green,"7896 Davis Wells Suite 731
Madisonshire, NH 38552",S.p.A.,352-62-1283,"[{""year"": 2015, ""revenue"": 676015.67, ""profit"": 233406.29}, {""year"": 2018, ""revenue"": 895511.01, ""profit"": 492425.62}, {""year"": 2017, ""revenue"": 252845.78, ""profit"": 499815.61}]","[74, 52]","[62, 30]","[926, 372]","[19193, 8680, 9145, 729]","[2991, 4060]"
7285,Reynolds Group,"USNV Fitzpatrick
FPO AE 96178",S.p.A.,339-49-7878,"[{""year"": 2022, ""revenue"": 831889.65, ""profit"": 415558.12}, {""year"": 2017, ""revenue"": 566875.15, ""profit"": 84938.27}, {""year"": 2015, ""revenue"": 335859.1, ""profit"": 70758.94}, {""year"": 2016, ""revenue"": 464975.45, ""profit"": 252624.81}, {""year"": 2021, ""revenue"": 808188.39, ""profit"": 164573.69}]",[43],"[15, 69, 99, 80, 84, 100, 36, 67]",[553],"[12042, 16397, 1254, 11117]","[4862, 4913]"
7286,"Hayes, Williams and Johnson","661 Cunningham Terrace
Gonzalesville, OK 49107",S.r.l. a socio unico,720-12-5796,"[{""year"": 2021, ""revenue"": 638216.72, ""profit"": 365754.11}, {""year"": 2017, ""revenue"": 941747.63, ""profit"": 405959.2}, {""year"": 2017, ""revenue"": 199928.09, ""profit"": 105174.8}]",[29],"[24, 39, 6, 19, 1, 43, 18]","[601, 113]","[530, 9713, 5443]",[2376]
7287,"Smith, Miller and Morse","4658 Howard Coves Suite 300
Curryberg, KY 16027",S.r.l.,862-95-0743,"[{""year"": 2017, ""revenue"": 69827.75, ""profit"": 470144.45}]","[45, 80, 65]","[58, 69, 23, 31, 42, 32]","[284, 728]","[7893, 14711, 7286, 1940, 5817]",[2631]
7288,Brown Group,"USNV Jones
FPO AA 89267",S.n.C.,592-11-1314,"[{""year"": 2017, ""revenue"": 995946.96, ""profit"": 255437.9}, {""year"": 2017, ""revenue"": 567445.72, ""profit"": 105165.73}, {""year"": 2019, ""revenue"": 772334.06, ""profit"": 358489.01}, {""year"": 2015, ""revenue"": 164275.77, ""profit"": 257446.13}, {""year"": 2018, ""revenue"": 790540.82, ""profit"": 16674.04}]",[99],"[58, 64, 11, 75, 67, 30, 45, 19, 80, 7]","[54, 537, 347]","[19938, 8595, 14810, 462, 15994]","[493, 4813]"
7289,Green LLC,"0604 Khan Plain
South Charleston, SD 19855",Onlus,547-43-7023,"[{""year"": 2022, ""revenue"": 588737.14, ""profit"": 227993.57}, {""year"": 2020, ""revenue"": 252560.83, ""profit"": 310573.17}]",[76],"[91, 61]",[651],"[15177, 15746, 1649, 13388]",[469]
7290,"Gray, Merritt and Alvarez","913 Page Pine Apt. 079
Scottmouth, LA 94509",Onlus,374-70-6811,"[{""year"": 2019, ""revenue"": 822266.74, ""profit"": 423659.07}]",[34],"[36, 55, 3, 86, 69, 27, 80, 4, 97, 68]","[398, 258]","[14945, 128]",[1440]
7291,"Meyer, Flores and Morgan","023 Jacob Prairie Suite 359
West Rebecca, AL 51963",S.p.A.,449-22-3571,"[{""year"": 2021, ""revenue"": 929027.58, ""profit"": 363960.51}, {""year"": 2022, ""revenue"": 722480.56, ""profit"": 284645.06}, {""year"": 2020, ""revenue"": 39672.12, ""profit"": 406382.27}]","[41, 65]","[48, 95, 89, 82, 10, 80, 23, 45]","[314, 797]","[8161, 10981, 8340, 2328]",[4509]
7292,Brown PLC,"USS Henderson
FPO AA 14600",S.n.C.,461-52-3073,"[{""year"": 2015, ""revenue"": 530498.38, ""profit"": 243391.62}, {""year"": 2015, ""revenue"": 285872.84, ""profit"": 181587.49}, {""year"": 2015, ""revenue"": 222837.06, ""profit"": 67725.79}]",[24],"[89, 72, 81, 33, 86, 68, 60, 90, 32]","[415, 13]","[672, 8124, 19423]",[1728]
7293,Cain Ltd,"Unit 5490 Box 7554
DPO AP 08746",Cooperative,087-86-4377,"[{""year"": 2016, ""revenue"": 733848.64, ""profit"": 153576.31}, {""year"": 2015, ""revenue"": 679810.42, ""profit"": 479974.51}, {""year"": 2020, ""revenue"": 398589.48, ""profit"": 139912.07}]","[93, 75]","[16, 76, 72, 83, 34, 37, 71]","[21, 645]",[16809],"[3155, 47]"
7294,Snyder Inc,"396 Jodi Throughway
Courtneymouth, AS 12052",S.r.l.,146-83-2081,"[{""year"": 2018, ""revenue"": 656231.69, ""profit"": 312739.66}, {""year"": 2019, ""revenue"": 11897.22, ""profit"": 466584.09}, {""year"": 2020, ""revenue"": 386073.27, ""profit"": 430429.74}, {""year"": 2020, ""revenue"": 792260.29, ""profit"": 355556.98}]","[84, 93]","[57, 26, 76, 88]","[838, 600]",[13250],[617]
7295,Davis-Goodwin,"15483 Diaz Crest Apt. 944
North Nicoletown, WA 49828",Cooperative,637-15-8629,"[{""year"": 2018, ""revenue"": 490189.76, ""profit"": 93230.06}, {""year"": 2017, ""revenue"": 655142.2, ""profit"": 187830.0}, {""year"": 2016, ""revenue"": 851591.53, ""profit"": 12127.21}, {""year"": 2015, ""revenue"": 595777.2, ""profit"": 355363.5}, {""year"": 2022, ""revenue"": 199231.5, ""profit"": 287766.81}]","[26, 75]","[36, 38, 17, 3, 64, 51, 81, 21, 67]","[87, 266]","[15684, 16213, 2949]",[3332]
7296,Johnson-Bartlett,"07713 Jessica Corners Suite 429
Johnbury, MH 91730",Onlus,125-10-1841,"[{""year"": 2019, ""revenue"": 355240.22, ""profit"": 456205.21}, {""year"": 2018, ""revenue"": 614408.92, ""profit"": 433530.38}, {""year"": 2020, ""revenue"": 350760.52, ""profit"": 190446.82}]",[75],"[42, 56, 34, 52, 98, 71, 51]",[469],"[4084, 1577, 4695, 8434]","[248, 1147, 4475]"
7297,"Haley, Montgomery and Baker","PSC 4652, Box 2733
APO AP 14274",S.n.C.,884-62-9977,"[{""year"": 2021, ""revenue"": 912952.91, ""profit"": 96825.77}, {""year"": 2018, ""revenue"": 152893.81, ""profit"": 481847.83}]","[5, 54, 76]","[18, 23, 10, 67, 84, 4, 43, 61, 20, 64]",[113],"[14697, 1929]","[1558, 639, 4071]"
7298,"Johnson, Leonard and Stevens","1172 Williams Park
New Matthew, MN 78389",Cooperative,378-88-3815,"[{""year"": 2022, ""revenue"": 992194.89, ""profit"": 84785.25}, {""year"": 2020, ""revenue"": 549690.13, ""profit"": 140825.98}, {""year"": 2015, ""revenue"": 410215.27, ""profit"": 400982.19}]","[27, 89, 79]","[70, 92, 88, 77, 33, 56]",[95],"[13466, 13050]","[4629, 3577]"
7299,"Jensen, Taylor and Adkins","610 David Groves
Lake John, IL 81553",S.n.C.,612-11-7317,"[{""year"": 2015, ""revenue"": 806999.79, ""profit"": 181329.37}, {""year"": 2023, ""revenue"": 388520.06, ""profit"": 245862.95}, {""year"": 2020, ""revenue"": 460269.2, ""profit"": 128743.46}, {""year"": 2022, ""revenue"": 174083.4, ""profit"": 369255.0}]",[30],"[42, 31]","[381, 607, 326]","[18001, 14216, 8885]","[4416, 1828, 2784]"
7300,Lopez-Lewis,"13955 Mata Knoll Apt. 937
Port Tammyport, MH 26371",Onlus,398-51-0886,"[{""year"": 2018, ""revenue"": 454132.55, ""profit"": 86569.47}]",[82],"[29, 42, 73, 12, 54]","[330, 394]","[5836, 14445, 5625, 4504, 12960]","[668, 2965]"
7301,Sims Group,"019 Justin Bypass Apt. 817
New Christinaborough, KY 75030",S.n.C.,422-54-6335,"[{""year"": 2015, ""revenue"": 920482.31, ""profit"": 496855.28}, {""year"": 2015, ""revenue"": 473552.92, ""profit"": 203090.32}, {""year"": 2018, ""revenue"": 14627.88, ""profit"": 121094.39}, {""year"": 2021, ""revenue"": 110910.86, ""profit"": 311512.72}]",[28],"[52, 30, 75, 100, 48]","[941, 503, 471]","[5890, 11585, 10007, 15970]",[2375]
7302,"Clark, Hernandez and Martinez","86534 David Shoals
Johnstonchester, IN 63411",S.n.C.,632-49-8629,"[{""year"": 2016, ""revenue"": 330712.84, ""profit"": 150159.26}, {""year"": 2017, ""revenue"": 238617.76, ""profit"": 28703.22}, {""year"": 2015, ""revenue"": 70537.82, ""profit"": 27580.43}, {""year"": 2020, ""revenue"": 704299.94, ""profit"": 255606.94}]","[20, 1, 22]","[6, 45, 41]",[76],"[12565, 6119, 11035, 10893, 18596]",[21]
7303,Boyd-Norton,"425 Jennifer Plaza
West Kevinville, WA 14116",Cooperative,733-45-5112,"[{""year"": 2018, ""revenue"": 781042.89, ""profit"": 494243.91}, {""year"": 2022, ""revenue"": 886761.24, ""profit"": 361604.45}]",[7],"[45, 47, 71, 79, 33, 96, 64, 91, 32]","[635, 807, 151]","[2018, 15648, 2776, 19800, 14777]","[3329, 546, 4310]"
7304,"Morgan, Calhoun and Luna","979 Christina Mountains Apt. 667
South Christopher, HI 29375",Onlus,476-02-3174,"[{""year"": 2017, ""revenue"": 567421.37, ""profit"": 405218.12}]",[37],"[41, 63, 99, 69, 42, 44]","[533, 229]","[5395, 18000, 19963, 19566]","[2142, 4176, 2306]"
7305,Carroll Ltd,"0958 Tonya Oval Apt. 722
Rivasborough, ME 16434",S.r.l.,492-33-1943,"[{""year"": 2015, ""revenue"": 509134.31, ""profit"": 207238.27}, {""year"": 2022, ""revenue"": 824950.04, ""profit"": 452636.18}, {""year"": 2017, ""revenue"": 795299.82, ""profit"": 353753.02}]",[50],"[92, 76, 94, 67, 14, 9, 10, 44]",[685],"[1435, 10246]","[458, 1506, 1181]"
7306,"Boyle, Brown and Barker","8565 Thomas Island
Saratown, MS 59828",S.p.A.,060-29-7257,"[{""year"": 2016, ""revenue"": 220427.98, ""profit"": 462979.8}, {""year"": 2016, ""revenue"": 193282.75, ""profit"": 475078.09}, {""year"": 2023, ""revenue"": 620165.43, ""profit"": 179752.63}, {""year"": 2023, ""revenue"": 279934.07, ""profit"": 312180.02}]",[43],"[85, 73, 98, 43, 45, 21, 17, 56]","[125, 36]","[8924, 14681, 7148, 14473, 17450]","[4231, 1598]"
7307,Castro PLC,"4898 Christopher Extension
Dickersonstad, NM 35727",Cooperative,661-06-5151,"[{""year"": 2023, ""revenue"": 513321.47, ""profit"": 9426.62}, {""year"": 2016, ""revenue"": 726025.27, ""profit"": 26513.12}, {""year"": 2019, ""revenue"": 447626.0, ""profit"": 23363.43}, {""year"": 2020, ""revenue"": 576624.5, ""profit"": 482195.33}]","[42, 100, 38]","[33, 53, 48, 97, 37, 17, 96, 84]",[100],"[18648, 3683, 6618, 15388, 19830]","[4078, 3261]"
7308,"Curry, Terry and Lang","2570 Morgan Crescent
Ginashire, CA 64111",Onlus,858-02-5068,"[{""year"": 2021, ""revenue"": 583098.81, ""profit"": 170858.99}, {""year"": 2022, ""revenue"": 117072.56, ""profit"": 413866.84}]","[6, 29]","[48, 13, 96, 26, 32]","[494, 824, 358]","[16542, 19983, 16694]","[3980, 2521, 4869]"
7309,"Conner, Lyons and Mora","5245 Juan Flats Apt. 402
Gomezview, MT 11253",S.r.l.,786-29-7451,"[{""year"": 2016, ""revenue"": 916006.63, ""profit"": 384544.26}, {""year"": 2017, ""revenue"": 492137.43, ""profit"": 162458.9}, {""year"": 2018, ""revenue"": 282925.68, ""profit"": 498872.0}, {""year"": 2023, ""revenue"": 681707.54, ""profit"": 482831.34}, {""year"": 2023, ""revenue"": 501011.08, ""profit"": 353908.99}]",[54],"[95, 55, 13, 94, 78, 26]","[934, 483, 815]","[6888, 4518, 766, 19460, 3864]","[1140, 3894, 2106]"
7310,"Park, Bright and Kirk","386 Karen Gardens Apt. 889
Diazstad, MA 42211",Onlus,255-82-6236,"[{""year"": 2021, ""revenue"": 44998.73, ""profit"": 396359.08}, {""year"": 2023, ""revenue"": 191202.3, ""profit"": 457078.62}, {""year"": 2019, ""revenue"": 532514.71, ""profit"": 2415.62}, {""year"": 2019, ""revenue"": 752059.77, ""profit"": 141652.98}, {""year"": 2015, ""revenue"": 947310.49, ""profit"": 312116.64}]",[43],"[57, 56, 40, 42, 88, 80, 49]","[190, 821, 326]",[19490],"[896, 496, 4760]"
7311,Jackson-Brennan,"8506 Brian Bridge
Jeanbury, DE 19558",S.r.l.,528-12-1055,"[{""year"": 2019, ""revenue"": 185391.18, ""profit"": 334474.67}, {""year"": 2019, ""revenue"": 697038.63, ""profit"": 176156.97}, {""year"": 2019, ""revenue"": 523977.82, ""profit"": 275077.67}]","[5, 100]","[10, 17, 2, 23, 34, 12, 11, 33, 66, 53]","[782, 803]",[19808],"[2394, 357, 1400]"
7312,Palmer-Zavala,"844 James Manor Apt. 093
Simonville, WY 04927",S.n.C.,109-55-9227,"[{""year"": 2020, ""revenue"": 154762.38, ""profit"": 180197.29}, {""year"": 2023, ""revenue"": 774603.41, ""profit"": 52191.59}]","[78, 86, 95]","[45, 79, 15]","[666, 822]","[7215, 10720, 19265]","[1796, 749]"
7313,"Yates, Watkins and Pratt","336 Brandon Manors Suite 861
Prestonmouth, PR 66030",S.a.S.,198-64-5781,"[{""year"": 2022, ""revenue"": 752978.18, ""profit"": 352079.42}, {""year"": 2019, ""revenue"": 555275.46, ""profit"": 60142.48}, {""year"": 2015, ""revenue"": 495284.15, ""profit"": 51713.37}]","[86, 14]","[66, 40, 74, 90, 53, 71, 58, 100]","[907, 242, 439]","[19922, 4353, 1990, 7684, 9970]","[1431, 908, 3610]"
7314,Lee-Wood,"23641 Kevin Rest
Leefurt, AS 59077",Cooperative,592-43-4748,"[{""year"": 2021, ""revenue"": 846138.6, ""profit"": 179675.19}, {""year"": 2016, ""revenue"": 38055.14, ""profit"": 215105.37}, {""year"": 2022, ""revenue"": 919679.0, ""profit"": 412146.45}, {""year"": 2016, ""revenue"": 241444.05, ""profit"": 94754.76}, {""year"": 2021, ""revenue"": 980714.53, ""profit"": 245681.09}]","[86, 31]","[31, 98, 33, 95, 73, 14, 54, 46, 97, 43]","[137, 244]","[2405, 1215]","[4883, 594]"
