id,name,address,legal_form,registration_details,financial_data,administrators,shareholders,ubo,transactions,kyc_aml_checks
7654,"Gardner, Mckinney and Proctor","72135 Perez Ports Suite 533
Owensborough, AZ 71996",S.a.S.,579-23-6763,"[{""year"": 2022, ""revenue"": 682121.24, ""profit"": 311711.31}, {""year"": 2023, ""revenue"": 633822.21, ""profit"": 19173.78}, {""year"": 2017, ""revenue"": 196260.44, ""profit"": 290131.26}]",[77],"[64, 16, 61, 11, 31]","[104, 957]","[3593, 1054, 8910, 11181]","[1570, 2808]"
7655,Espinoza-Wells,"75397 Small Station Suite 394
Markchester, MT 50560",S.r.l.,495-78-9759,"[{""year"": 2018, ""revenue"": 231913.19, ""profit"": 401539.57}]","[45, 46, 81]","[64, 54, 70, 13, 38, 76]","[788, 53, 755]","[9208, 17942]","[160, 4215]"
7656,Hoffman-Hill,"48283 Warner Views Suite 283
Port Donnaville, PA 56654",S.n.C.,072-29-1858,"[{""year"": 2016, ""revenue"": 97864.56, ""profit"": 369929.82}, {""year"": 2022, ""revenue"": 300248.61, ""profit"": 20091.01}]","[8, 96, 94]","[98, 100, 99, 18]",[353],"[17654, 9121, 11642]",[4218]
7657,Graves Ltd,"767 Watts Summit
Kingmouth, NM 43411",Onlus,615-20-7823,"[{""year"": 2023, ""revenue"": 842637.56, ""profit"": 21476.8}, {""year"": 2016, ""revenue"": 358354.54, ""profit"": 101562.53}, {""year"": 2020, ""revenue"": 911951.55, ""profit"": 305943.04}]",[61],[55],[221],"[15369, 1290, 16140, 4199, 10318]","[3501, 2364]"
7658,"Sanchez, Garcia and Smith","9076 Carlos Vista
Port Amyton, NJ 60703",S.r.l.,230-15-5888,"[{""year"": 2020, ""revenue"": 143490.46, ""profit"": 187661.3}]","[70, 43, 53]","[11, 9, 12, 99, 44, 61, 39, 98, 26]","[855, 671, 562]","[16680, 1852, 1606]","[4228, 3686]"
7659,"Moore, Velez and Howard","7625 Veronica Tunnel Apt. 461
Dannyfort, DC 33766",S.p.A.,577-93-5877,"[{""year"": 2016, ""revenue"": 777096.98, ""profit"": 334343.52}, {""year"": 2018, ""revenue"": 320330.82, ""profit"": 418163.49}, {""year"": 2018, ""revenue"": 966740.43, ""profit"": 257269.86}, {""year"": 2019, ""revenue"": 786223.04, ""profit"": 346783.68}]",[86],[9],[638],"[16499, 7974, 850, 2565]","[144, 4023, 1327]"
7660,Parks-Matthews,"54560 Kimberly Fork Suite 242
Lake Antonio, NC 50638",S.r.l.,498-36-6159,"[{""year"": 2019, ""revenue"": 856317.91, ""profit"": 8407.77}, {""year"": 2015, ""revenue"": 626912.05, ""profit"": 292348.14}, {""year"": 2017, ""revenue"": 359997.12, ""profit"": 220987.01}, {""year"": 2020, ""revenue"": 381185.24, ""profit"": 69523.37}, {""year"": 2015, ""revenue"": 713698.84, ""profit"": 360819.22}]","[33, 63, 92]","[8, 99, 22, 95, 90, 70, 93, 39, 82, 1]","[638, 668, 679]",[9823],"[440, 2158, 3847]"
7661,Ramirez-Mercer,"173 Mary Junction
Gregoryfurt, VI 90711",S.r.l. a socio unico,423-96-2416,"[{""year"": 2022, ""revenue"": 629880.78, ""profit"": 249829.86}, {""year"": 2015, ""revenue"": 530467.52, ""profit"": 461749.37}, {""year"": 2023, ""revenue"": 392839.55, ""profit"": 392620.9}, {""year"": 2022, ""revenue"": 63990.3, ""profit"": 245012.71}, {""year"": 2018, ""revenue"": 489447.63, ""profit"": 212568.87}]",[89],"[3, 10, 84, 57]","[859, 758]","[10230, 1008, 7161, 11677]",[2347]
7662,Washington-Page,"098 Shaw Lodge Suite 979
Meganside, AL 42897",S.a.S.,508-87-0501,"[{""year"": 2018, ""revenue"": 261022.88, ""profit"": 246764.83}, {""year"": 2015, ""revenue"": 221142.35, ""profit"": 60807.37}, {""year"": 2021, ""revenue"": 892877.34, ""profit"": 100629.52}, {""year"": 2017, ""revenue"": 943719.58, ""profit"": 87954.06}]","[39, 84]","[92, 86, 98]",[556],"[17283, 16562, 9384, 19227, 12657]",[4318]
7663,"Scott, Tucker and Robinson","448 Mccormick Island
Evansport, DE 39146",Cooperative,081-11-5769,"[{""year"": 2015, ""revenue"": 595420.87, ""profit"": 237911.02}, {""year"": 2022, ""revenue"": 276784.31, ""profit"": 11311.2}, {""year"": 2016, ""revenue"": 517482.9, ""profit"": 73901.33}, {""year"": 2015, ""revenue"": 197067.1, ""profit"": 214083.43}, {""year"": 2021, ""revenue"": 360935.89, ""profit"": 93891.94}]",[19],"[35, 12]","[728, 39]",[5672],[4631]
7664,"Owens, Marshall and Reed","989 David Crossroad Suite 819
Matthewstad, KY 73462",S.r.l. a socio unico,827-05-7693,"[{""year"": 2022, ""revenue"": 705299.48, ""profit"": 248421.78}, {""year"": 2021, ""revenue"": 164547.26, ""profit"": 154757.82}]","[43, 29]","[11, 98, 68, 55]","[704, 668]","[9014, 7799, 15726, 13703, 14327]","[2829, 1523, 3389]"
7665,Sanchez Group,"58734 Williams Motorway
Mcclureberg, ND 01711",Cooperative,430-18-6034,"[{""year"": 2022, ""revenue"": 200907.75, ""profit"": 52662.38}, {""year"": 2018, ""revenue"": 576374.18, ""profit"": 195427.09}]",[52],"[31, 60, 28, 15, 27, 35]",[255],"[328, 9174, 16032]","[3164, 515, 4655]"
7666,"Robinson, Mclean and Walker","666 Kathryn Brook
South Rebeccaview, MH 81001",Cooperative,176-25-8626,"[{""year"": 2020, ""revenue"": 821333.31, ""profit"": 33653.89}, {""year"": 2015, ""revenue"": 448739.22, ""profit"": 223698.89}, {""year"": 2015, ""revenue"": 125363.08, ""profit"": 495968.97}, {""year"": 2022, ""revenue"": 359192.67, ""profit"": 54137.68}]",[27],[70],"[527, 308]","[2063, 5210, 2913, 6976]","[1977, 52]"
7667,Ward-Spencer,"357 Joseph Passage Apt. 314
Davidchester, VT 07880",S.r.l. a socio unico,534-64-2154,"[{""year"": 2021, ""revenue"": 186339.19, ""profit"": 384698.5}, {""year"": 2017, ""revenue"": 914217.86, ""profit"": 285654.92}, {""year"": 2016, ""revenue"": 57731.8, ""profit"": 76773.76}, {""year"": 2016, ""revenue"": 553890.15, ""profit"": 194597.18}, {""year"": 2019, ""revenue"": 189249.87, ""profit"": 66990.26}]","[30, 33, 94]","[83, 17, 39]",[558],"[6590, 3]","[4374, 4711]"
7668,"Vasquez, Nichols and Joseph","434 Baldwin Greens
Ramireztown, HI 60580",S.p.A.,167-01-6437,"[{""year"": 2020, ""revenue"": 385011.46, ""profit"": 320323.21}]","[51, 22]","[96, 6, 37, 9, 41, 38, 52, 76, 56]","[565, 978]","[17131, 16138]",[1888]
7669,"Simmons, Greer and Velazquez","170 Traci Gardens
Hugheston, IA 54056",Onlus,689-19-3412,"[{""year"": 2016, ""revenue"": 123647.47, ""profit"": 368944.5}]","[55, 67]","[39, 56]","[474, 542]","[4593, 2876, 3657, 1415]","[2808, 2739]"
7670,Morales-Price,"8497 Myers Bridge Suite 658
Leestad, NJ 25755",S.p.A.,580-35-7915,"[{""year"": 2018, ""revenue"": 336093.95, ""profit"": 275457.11}, {""year"": 2015, ""revenue"": 395955.77, ""profit"": 419309.73}, {""year"": 2015, ""revenue"": 433415.04, ""profit"": 468918.52}, {""year"": 2021, ""revenue"": 411368.9, ""profit"": 133261.88}, {""year"": 2015, ""revenue"": 697090.09, ""profit"": 429360.38}]","[95, 13, 73]","[49, 22, 9, 60, 1, 58, 11]","[806, 235]",[18050],"[4817, 969, 2781]"
7671,Lopez-Harris,"07857 Sophia Stravenue
West Williefort, NV 75085",S.a.S.,821-77-8907,"[{""year"": 2023, ""revenue"": 560039.02, ""profit"": 268957.93}, {""year"": 2021, ""revenue"": 120770.73, ""profit"": 15061.93}, {""year"": 2018, ""revenue"": 65091.03, ""profit"": 42173.32}, {""year"": 2015, ""revenue"": 666895.34, ""profit"": 480753.55}]","[4, 58]","[82, 50, 79, 20, 6, 58]","[59, 503, 363]","[672, 9645]","[3767, 2510]"
7672,"Kennedy, Hinton and Curry","5163 Martin Loop Apt. 614
Davidport, VT 62481",Onlus,216-37-4692,"[{""year"": 2016, ""revenue"": 925874.47, ""profit"": 231038.21}, {""year"": 2018, ""revenue"": 144998.62, ""profit"": 367453.17}, {""year"": 2015, ""revenue"": 925888.75, ""profit"": 91767.28}, {""year"": 2016, ""revenue"": 197282.85, ""profit"": 16747.57}]","[78, 14]","[39, 67, 70, 63, 4, 30, 12, 75, 9]","[748, 945]","[7464, 18179]","[4179, 463, 1843]"
7673,"Johnson, Ellison and Singh","73515 Campbell Coves Suite 563
New Jerry, SC 41314",S.r.l. a socio unico,466-18-5475,"[{""year"": 2019, ""revenue"": 816534.63, ""profit"": 360286.43}, {""year"": 2020, ""revenue"": 635215.7, ""profit"": 146852.12}, {""year"": 2021, ""revenue"": 88270.46, ""profit"": 410071.95}, {""year"": 2017, ""revenue"": 966586.73, ""profit"": 182264.39}, {""year"": 2020, ""revenue"": 510782.9, ""profit"": 383909.19}]","[54, 74]","[29, 70]",[487],"[11616, 12216, 7052, 9085]",[3752]
7674,"Vance, Anderson and Sanders","5100 Danielle Square
North Kathyshire, PR 56183",Onlus,387-89-3779,"[{""year"": 2015, ""revenue"": 947785.2, ""profit"": 239168.65}, {""year"": 2015, ""revenue"": 42070.51, ""profit"": 106143.13}, {""year"": 2022, ""revenue"": 941097.45, ""profit"": 6775.1}, {""year"": 2016, ""revenue"": 952084.33, ""profit"": 191879.81}]",[17],"[37, 53, 43, 82, 14, 100, 13, 49, 97]","[849, 892]","[6741, 15257, 9227, 19615]","[1858, 4641, 447]"
7675,Walker Group,"980 Davis Corners
East Charles, PW 68066",S.r.l. a socio unico,477-47-3538,"[{""year"": 2019, ""revenue"": 181152.27, ""profit"": 368066.24}, {""year"": 2020, ""revenue"": 339334.58, ""profit"": 223132.94}, {""year"": 2021, ""revenue"": 752500.03, ""profit"": 392876.57}, {""year"": 2017, ""revenue"": 604659.21, ""profit"": 133997.41}, {""year"": 2018, ""revenue"": 180154.97, ""profit"": 142831.4}]",[37],"[82, 15, 65, 34, 22, 42, 29, 12, 38]",[707],"[12021, 13799, 2912]","[3783, 3818, 4679]"
7676,Davis Inc,"368 Aaron Freeway
West Bonniestad, VT 55475",S.r.l.,807-78-0820,"[{""year"": 2017, ""revenue"": 306781.37, ""profit"": 273633.32}, {""year"": 2018, ""revenue"": 425938.89, ""profit"": 112146.24}]",[12],"[48, 98, 5, 3]","[844, 261]","[739, 7130]",[825]
7677,"Rodriguez, Price and Harris","2439 Jacqueline Stravenue
New Michaelburgh, FL 76967",Onlus,071-05-6379,"[{""year"": 2022, ""revenue"": 484725.92, ""profit"": 374930.78}, {""year"": 2023, ""revenue"": 442612.56, ""profit"": 247929.62}, {""year"": 2021, ""revenue"": 778159.45, ""profit"": 181529.97}, {""year"": 2023, ""revenue"": 223385.54, ""profit"": 467200.35}]",[30],"[94, 70, 86, 18, 41, 48, 56, 93, 43]",[64],"[4152, 3432, 14911, 16344, 12687]","[945, 2598, 3747]"
7678,Thomas Inc,"4497 Michael Groves
East Tom, NJ 62991",S.n.C.,427-26-8787,"[{""year"": 2023, ""revenue"": 947687.03, ""profit"": 302014.98}]",[26],"[12, 28]","[702, 716]",[4371],"[584, 4964, 2295]"
7679,"Hodge, Anderson and Harris","220 Christopher Springs Apt. 097
Williamland, NV 66903",S.r.l.,262-64-1362,"[{""year"": 2018, ""revenue"": 186985.74, ""profit"": 449640.08}, {""year"": 2016, ""revenue"": 113324.35, ""profit"": 492134.25}, {""year"": 2019, ""revenue"": 777686.41, ""profit"": 262061.94}, {""year"": 2017, ""revenue"": 817856.36, ""profit"": 290784.41}, {""year"": 2023, ""revenue"": 673047.64, ""profit"": 113789.17}]","[36, 10]","[52, 38, 80]","[718, 798, 849]","[213, 5483, 15689, 13828]","[1681, 277]"
7680,"Edwards, Harvey and Mitchell","3669 Dennis Flat Suite 684
Wellsbury, DE 26246",Cooperative,171-60-5249,"[{""year"": 2020, ""revenue"": 387401.1, ""profit"": 430432.94}, {""year"": 2022, ""revenue"": 573866.37, ""profit"": 258031.08}]","[72, 97, 41]","[87, 42, 27, 96, 23, 58, 94, 33, 46]","[453, 186, 44]","[4714, 11786, 17684, 10539]",[4166]
7681,Davis Group,"8079 Wolf Port Apt. 109
East Amyborough, VA 94461",S.r.l.,483-09-3816,"[{""year"": 2018, ""revenue"": 403631.0, ""profit"": 182628.82}, {""year"": 2016, ""revenue"": 476970.12, ""profit"": 413514.93}]",[12],"[86, 94, 66, 35, 27]","[179, 244, 404]","[8412, 1003, 16408, 6065]","[4332, 506, 4217]"
7682,Guzman LLC,"15044 Kimberly Cliff
Randallburgh, OK 04079",Onlus,777-41-7195,"[{""year"": 2021, ""revenue"": 200102.95, ""profit"": 4752.25}, {""year"": 2021, ""revenue"": 403537.13, ""profit"": 271264.86}, {""year"": 2021, ""revenue"": 457465.36, ""profit"": 309624.91}]","[7, 71]","[87, 13, 9]",[389],"[10270, 17843, 6058]",[3925]
7683,"Brady, Weaver and Gibson","426 Black Creek Apt. 358
Whitakerbury, NJ 68847",Cooperative,544-10-4553,"[{""year"": 2016, ""revenue"": 793737.15, ""profit"": 208980.86}]","[84, 56]",[31],"[278, 472]","[14430, 7001]","[2780, 2955]"
7684,Moreno-Garrett,"7222 Lawrence Tunnel Suite 311
North Brandon, IA 18308",Onlus,655-15-3900,"[{""year"": 2016, ""revenue"": 591557.35, ""profit"": 274895.54}, {""year"": 2018, ""revenue"": 802092.35, ""profit"": 14973.55}, {""year"": 2017, ""revenue"": 816301.48, ""profit"": 183466.97}, {""year"": 2022, ""revenue"": 630804.26, ""profit"": 101578.69}, {""year"": 2019, ""revenue"": 659773.33, ""profit"": 483453.08}]","[25, 72]","[5, 58, 98, 49, 90, 7, 20, 2, 8]","[637, 547, 733]","[8935, 7103, 5990, 1431]",[2198]
7685,"Griffin, Vargas and Howard","189 Jordan Terrace
Sparksmouth, KS 87579",Onlus,548-97-5132,"[{""year"": 2019, ""revenue"": 586596.75, ""profit"": 184679.14}]","[36, 14]",[9],"[106, 16]","[8608, 12931, 16021, 1224]",[4062]
7686,"Howard, Bates and Miller","21821 Mclean Neck
Bentonchester, NH 34150",S.r.l.,073-51-3515,"[{""year"": 2016, ""revenue"": 320044.84, ""profit"": 82916.99}, {""year"": 2015, ""revenue"": 308391.93, ""profit"": 462396.32}, {""year"": 2018, ""revenue"": 724397.02, ""profit"": 372718.03}, {""year"": 2021, ""revenue"": 785733.95, ""profit"": 303529.6}, {""year"": 2019, ""revenue"": 569162.21, ""profit"": 323289.12}]","[79, 20]","[95, 49, 18, 3, 4, 93, 62, 8]","[198, 663, 48]",[11875],"[1054, 3151]"
7687,"Barker, White and Johnson","4378 Baker Locks Apt. 728
East William, UT 78130",Cooperative,485-29-7804,"[{""year"": 2017, ""revenue"": 27276.88, ""profit"": 362923.74}, {""year"": 2017, ""revenue"": 158594.08, ""profit"": 43553.49}]","[55, 39, 99]","[49, 21, 57, 72, 36]","[426, 809]","[17225, 19585, 11734, 7007]","[3117, 4612, 4201]"
7688,Dominguez-Perez,"32789 Mason Valleys
Lake Jeffrey, WI 20620",Cooperative,054-37-6437,"[{""year"": 2021, ""revenue"": 520880.78, ""profit"": 362555.15}, {""year"": 2022, ""revenue"": 653712.76, ""profit"": 166962.88}]","[9, 87, 79]",[9],[390],[2588],[415]
7689,Price-Fernandez,"49705 Tracy Port Suite 306
Johnsonstad, IN 92267",S.r.l. a socio unico,475-35-3456,"[{""year"": 2023, ""revenue"": 885089.63, ""profit"": 40577.7}, {""year"": 2023, ""revenue"": 44217.84, ""profit"": 435427.71}, {""year"": 2019, ""revenue"": 858206.54, ""profit"": 235241.78}, {""year"": 2021, ""revenue"": 49880.99, ""profit"": 34299.19}]","[81, 1, 92]","[45, 78, 68, 92]","[316, 393]","[4866, 1585, 7006]","[4933, 3975]"
7690,Munoz-Scott,"9177 Juan Rue Suite 892
Tranhaven, KY 51208",S.n.C.,762-44-5788,"[{""year"": 2020, ""revenue"": 283354.39, ""profit"": 206752.99}]",[2],"[68, 47, 88, 38, 43, 13, 71]","[799, 118]","[16882, 14738, 3203, 9124, 6967]","[3793, 1753, 1242]"
7691,Sherman and Sons,"Unit 0609 Box 4823
DPO AP 75096",S.n.C.,039-91-3702,"[{""year"": 2022, ""revenue"": 369130.44, ""profit"": 50240.6}, {""year"": 2019, ""revenue"": 444256.22, ""profit"": 453936.6}, {""year"": 2020, ""revenue"": 823418.16, ""profit"": 82278.08}]",[89],"[27, 96, 45, 68, 13, 30, 94]","[987, 986]","[13125, 8783, 1848]",[2071]
7692,"Miller, Park and Ross","8662 Katie Club Suite 671
Foleychester, NY 62353",Cooperative,018-88-9971,"[{""year"": 2019, ""revenue"": 370236.45, ""profit"": 165728.8}, {""year"": 2023, ""revenue"": 354644.15, ""profit"": 150633.23}, {""year"": 2021, ""revenue"": 890152.51, ""profit"": 266269.04}, {""year"": 2018, ""revenue"": 424951.53, ""profit"": 144696.79}, {""year"": 2015, ""revenue"": 813492.95, ""profit"": 423072.89}]",[100],"[91, 45, 79, 40, 74, 77, 22, 20, 99, 78]","[550, 68, 941]","[4066, 10769, 18660]",[3006]
7693,Valencia Inc,"USCGC Alvarez
FPO AE 09881",S.p.A.,024-37-5155,"[{""year"": 2023, ""revenue"": 744527.51, ""profit"": 278846.45}]",[14],"[12, 67, 57, 19]","[390, 654, 63]","[68, 12894, 923, 11619]",[4127]
7694,"Dominguez, Howe and Davis","736 Christina Burg
Kellymouth, NV 23791",S.a.S.,270-93-0498,"[{""year"": 2016, ""revenue"": 938771.64, ""profit"": 82492.82}, {""year"": 2016, ""revenue"": 37590.33, ""profit"": 279805.62}, {""year"": 2018, ""revenue"": 479186.98, ""profit"": 239713.82}, {""year"": 2016, ""revenue"": 61584.53, ""profit"": 387934.6}, {""year"": 2021, ""revenue"": 964998.73, ""profit"": 246907.58}]",[66],"[100, 91, 13]","[959, 326, 683]","[12644, 9100, 2322]","[168, 3272]"
7695,Brown-Cameron,"0732 Martinez Island Suite 642
Hillbury, FM 39573",S.p.A.,889-14-2886,"[{""year"": 2023, ""revenue"": 499642.78, ""profit"": 405522.2}]",[19],"[58, 83, 50, 91, 16]","[257, 53]","[2827, 6317]",[4487]
7696,"Holt, Myers and Mills","USNV Moore
FPO AP 03743",S.n.C.,401-86-4867,"[{""year"": 2021, ""revenue"": 494729.29, ""profit"": 256960.84}, {""year"": 2019, ""revenue"": 82431.93, ""profit"": 314551.87}, {""year"": 2017, ""revenue"": 369541.0, ""profit"": 314229.61}]","[81, 52]","[48, 24, 80, 77, 20, 71, 72]","[995, 685, 632]","[17801, 4772, 15143, 15462, 5546]","[3846, 503, 440]"
7697,Kelly-Robles,"753 Davidson Court Apt. 609
Port Robertabury, OH 17178",S.p.A.,281-88-3186,"[{""year"": 2021, ""revenue"": 789373.82, ""profit"": 382107.3}]","[46, 73]","[11, 87, 88, 81, 17, 21]","[376, 997, 798]","[7998, 12297]","[3142, 1225, 403]"
7698,"Morris, Bailey and Lowe","642 Rogers Stream
South Hannah, VA 96685",S.r.l. a socio unico,328-27-0908,"[{""year"": 2015, ""revenue"": 197531.97, ""profit"": 322696.57}, {""year"": 2016, ""revenue"": 637549.86, ""profit"": 224617.0}, {""year"": 2018, ""revenue"": 960849.38, ""profit"": 96172.49}, {""year"": 2022, ""revenue"": 835703.89, ""profit"": 267485.08}, {""year"": 2016, ""revenue"": 220716.79, ""profit"": 410125.09}]","[14, 92]","[46, 61, 75, 94, 5, 25, 17, 52, 9, 90]","[322, 119]","[3000, 5246, 7094, 2146, 8597]",[3504]
7699,Garza-Everett,"846 Turner Lane
New Sarah, NY 53984",Onlus,086-32-9877,"[{""year"": 2018, ""revenue"": 671890.03, ""profit"": 306692.57}, {""year"": 2017, ""revenue"": 242290.75, ""profit"": 144347.95}, {""year"": 2023, ""revenue"": 701173.47, ""profit"": 276320.57}, {""year"": 2018, ""revenue"": 383892.91, ""profit"": 179239.6}]","[22, 3]",[38],[675],"[9651, 18424, 16594, 19970, 6327]","[3193, 1984]"
7700,"Bernard, Jimenez and Foley","845 William Forge
Carlsonton, IA 46862",S.r.l. a socio unico,561-14-1392,"[{""year"": 2016, ""revenue"": 46281.26, ""profit"": 121218.18}, {""year"": 2021, ""revenue"": 660047.11, ""profit"": 241781.98}]",[37],"[98, 87]",[896],"[11149, 15396, 9429, 16834]","[3076, 684, 2055]"
7701,Patrick Ltd,"97548 Laura Isle Suite 198
New Jason, MP 64548",S.p.A.,145-86-1157,"[{""year"": 2015, ""revenue"": 376536.04, ""profit"": 59997.83}, {""year"": 2023, ""revenue"": 519601.67, ""profit"": 342705.1}, {""year"": 2018, ""revenue"": 801615.67, ""profit"": 362688.51}, {""year"": 2016, ""revenue"": 215348.52, ""profit"": 360759.92}, {""year"": 2017, ""revenue"": 470116.89, ""profit"": 185976.29}]",[79],"[44, 81, 74, 33, 63]","[955, 224, 31]","[12541, 11684, 1610, 11139]",[4884]
7702,Bauer and Sons,"56229 Johnson Wall
Charlestown, NY 44463",Onlus,744-40-2577,"[{""year"": 2015, ""revenue"": 650009.48, ""profit"": 74152.67}]",[8],"[60, 33, 52, 4, 15, 46]","[681, 587]","[17472, 13242, 8271, 7363]","[1294, 1964, 3188]"
7703,Sanchez Inc,"9980 Anderson Fort
Port Aaron, TN 85584",S.a.S.,822-55-0199,"[{""year"": 2022, ""revenue"": 683365.31, ""profit"": 284905.06}, {""year"": 2017, ""revenue"": 338419.2, ""profit"": 149572.53}, {""year"": 2020, ""revenue"": 97002.57, ""profit"": 398574.05}]",[75],[43],[237],"[6957, 9596, 11168]","[2543, 3601, 1177]"
7704,Jones Group,"Unit 9364 Box 9949
DPO AA 15391",S.n.C.,778-70-5232,"[{""year"": 2023, ""revenue"": 330353.53, ""profit"": 337058.03}, {""year"": 2020, ""revenue"": 481419.35, ""profit"": 271372.55}]",[82],"[23, 34, 76, 58, 10, 39]","[788, 711]",[11008],[2366]
7705,Tran-Morgan,"842 Roger Prairie Suite 610
Kaitlynland, ID 84647",S.r.l.,442-47-3041,"[{""year"": 2016, ""revenue"": 673087.05, ""profit"": 179402.73}, {""year"": 2020, ""revenue"": 821629.66, ""profit"": 283325.75}]",[61],"[87, 52, 96]",[471],"[11491, 8409, 4328, 17089]",[4095]
7706,Aguilar Inc,"591 Devon Parkways Apt. 191
Paulview, MT 94384",S.r.l. a socio unico,396-85-3768,"[{""year"": 2018, ""revenue"": 220757.92, ""profit"": 465293.52}, {""year"": 2023, ""revenue"": 310627.45, ""profit"": 120109.11}]",[49],"[97, 15, 31, 89, 99]",[666],"[6095, 7782, 9976, 4723, 19191]","[4126, 1376, 1986]"
7707,Brown Ltd,"USNS Foster
FPO AE 53484",Onlus,759-47-1680,"[{""year"": 2018, ""revenue"": 773263.91, ""profit"": 477454.37}, {""year"": 2016, ""revenue"": 144540.18, ""profit"": 402154.91}, {""year"": 2021, ""revenue"": 82035.49, ""profit"": 350045.37}, {""year"": 2021, ""revenue"": 16658.29, ""profit"": 485525.53}, {""year"": 2018, ""revenue"": 979635.29, ""profit"": 151924.49}]","[5, 42, 76]","[40, 12, 78, 57]","[685, 952, 370]","[247, 15982, 5210, 10180, 17671]","[1081, 487, 885]"
7708,Coleman LLC,"Unit 1985 Box 5031
DPO AE 23726",S.r.l. a socio unico,239-85-9667,"[{""year"": 2015, ""revenue"": 557415.44, ""profit"": 441476.01}, {""year"": 2016, ""revenue"": 56791.03, ""profit"": 223814.97}, {""year"": 2020, ""revenue"": 609024.95, ""profit"": 73889.52}]",[26],"[90, 51, 43, 7]","[96, 322, 272]",[18492],"[2937, 196, 2519]"
7709,Hart-Thompson,"76900 Clay Haven
New Michael, AS 12183",S.r.l. a socio unico,461-82-5519,"[{""year"": 2021, ""revenue"": 371108.75, ""profit"": 268054.19}, {""year"": 2021, ""revenue"": 712377.18, ""profit"": 254183.0}, {""year"": 2015, ""revenue"": 267757.93, ""profit"": 218234.95}, {""year"": 2017, ""revenue"": 72658.62, ""profit"": 461009.16}]","[7, 39]","[82, 62, 45, 72, 21, 99, 9, 79]","[182, 346]","[10128, 18997, 13083, 1815]","[3087, 96]"
7710,Chan-Bates,"317 Allen Mission Suite 689
New Valerie, PW 75920",Cooperative,362-03-3053,"[{""year"": 2021, ""revenue"": 557525.77, ""profit"": 327082.45}, {""year"": 2016, ""revenue"": 558501.97, ""profit"": 175744.2}, {""year"": 2022, ""revenue"": 926542.78, ""profit"": 479682.6}, {""year"": 2022, ""revenue"": 356300.43, ""profit"": 38904.29}]","[74, 100, 7]","[7, 51, 88, 58, 73, 9]","[11, 675, 574]","[16151, 3375]",[2858]
